Church Name,County,Denomination,Location
Graham's Wesleyan Methodist Chapel,Spartanburg,Wesleyan Methodist,
Chesnee,Spartanburg,M.E.S.,Chesnee
Oak Grove,Spartanburg,S.B.C.,
Mount Olive,Spartanburg,(formerly Mountain View) S.B.C.,
Lyman First,Spartanburg,S.B.C.,Lyman
Glendale,Spartanburg,(formerly Bivingsville) S.B.C.,Spartanburg
Brown's C.M.E. Chapel,Spartanburg,C.M.E.,
Foster's National Baptist Chapel (Negro),Spartanburg,National Baptist,
Friendship,Spartanburg,Nat'l Baptist,
St. Timothy's Prot. Epis. Mission,Spartanburg,Prot. Epis.,Spartanburg
All Souls Prot. Epis. Chapel,Spartanburg,Prot. Epis.,Spartan Mill Village
Arrowood,Spartanburg,S.B.C.,
Trinity,Spartanburg,(formerly Hope) M.E.S.,
Second,Spartanburg,S.B.C.,
Olive Four Square Gospel-International,Spartanburg,Four Square,
St. Andrews,Spartanburg,M.E.S.,Clifton #2 Mill Village
Central,Spartanburg,M.E.S.,Clifton No. 1 Mill Village
Fairforest Nat'l Baptist Boyd's Convention,Spartanburg,,Fairforest Village
Glendale,Spartanburg,M.E.S.,Glendale
Clifton,Spartanburg,Wesleyan Methodist,Clifton #2 Mill Village
Converse,Spartanburg,(formerly Clifton #3 Baptist) S.B.C.,Converse Mill Village
Roebuck,Spartanburg,Presbyterian,Roebuck Village
Canaan,Spartanburg,S.B.C.,
Tucapau,Spartanburg,S.B.C.,Tucapau
Assembly of God-First,Spartanburg,Assembly of God,Spartanburg
Faith Tabernacle,Spartanburg,(formerly Whosoever Gospel Mission)-Interdenom.,
Allen's M.E. Chapel (Negro),Spartanburg,M.E.,
Mt. Sinai,Spartanburg,Negro Baptist,
Shiloh,Spartanburg,Nat'l Negro Baptist,
Cedar A-Springs,Spartanburg,S.B.C.,
New Pisgah,Spartanburg,S.B.C.,
Philadelphia,Spartanburg,S.B.C.,
Ben Avon,Spartanburg,M.E.S.,
Chesnee,Spartanburg,Wesleyan Methodist,Chesnee
Converse,Spartanburg,M.E.S.,Converse Mill Village
Tucapau,Spartanburg,Wesleyan Methodist,Tucapau Mill Village
Clifton No. 1,Spartanburg,S.B.C.,Clifton Mill Village No. 1
Tucapau,Spartanburg,M.E.S.,Tucapau Village
Valley Falls,Spartanburg,S.B.C.,Valley Falls Mill Village
Valley Falls,Spartanburg,Free Will Baptist,Valley Falls Mill Village
Bethesda,Spartanburg,S.B.C.,
Mount Zion,Spartanburg,S.B.C.,
Wellford,Spartanburg,S.B.C.,Wellford Village
New Trinity,Spartanburg,Nat'l Negro Baptist,
Bowers's Presbyterian Chapel (Negro),Spartanburg,Presbyterian,
Florence M.E. Chapel (Negro),Spartanburg,M.E.,
Wellford,Spartanburg,Presbyterian,Wellford
Whitestone,Spartanburg,M.E.S.,Whitestone Village
Fairmont,Spartanburg,(formerly Crawfordville) M.E.S.,Fairmont Mills Village
Pacolet,Spartanburg,(formerly Pleasant Grove) S.B.C.,Pacolet Village
Mt. Sinai,Spartanburg,Fire Baptized Holiness (Negro),
Mt. Calvary,Spartanburg,Nat'l Baptist (Negro),
Travelers Rest,Spartanburg,Nat'l Baptist (Negro),
Bethel,Spartanburg,(formerly Arthur's Chapel) C.M.E.,
Jones Tabernacle,Spartanburg,A.M.E.Zion,
Gethsemane,Spartanburg,Nat'l Baptist (Negro),
Abner's Creek,Spartanburg,S.B.C.,
Holly Springs,Spartanburg,S.B.C.,
Duncan,Spartanburg,(formerly Middle Tyger) S.B.C.,
Jackson,Spartanburg,S.B.C.,Jackson Mills Village
Friendship,Spartanburg,S.B.C.,
Shell-Anderson Memorial,Spartanburg,M.E.S.,Jackson Mill Village
Liberty Hill,Spartanburg,Meth.Prot.,
Pacolet,Spartanburg,Presbyterian,Pacolet
Pacolet Mills,Spartanburg,Pentecostal Holiness,Pacolet Mills
Pacolet Mills,Spartanburg,Baptist (formerly Trough Shoals) S.B.C.,Pacolet Mills
Montgomery Memorial,Spartanburg,(formerly Trough Shoals) M.E.S.,Pacolet Mills
Brown's Chapel,Spartanburg,S.B.C.,Pacolet Mills
Harrison Grove,Spartanburg,(formerly Harrion's Stand) Nat'l Baptist (Negro),
Mayfield Nat'l Baptist Chapel (Negro),Spartanburg,Nat'l Baptist,
Moore's Nat'l Baptist Chapel (Negro),Spartanburg,Nat'l Baptist,
Calvary,Spartanburg,Prot.Epis.,Glenn Springs Village
Inman,Spartanburg,Presbyterian,Inman
Pacolet,Spartanburg,Methodist (formerly Zion) M.E.S.,"Church of God, Pacolet Mills"
Montgomery Chapel,Spartanburg,Nat'l Baptist (Negro),
Cleveland Chapel,Spartanburg,Nat'l Baptist (Negro),
Piney Grove,Spartanburg,Nat'l Baptist (Negro),
New Shady Grove,Spartanburg,Nat'l Baptist (Negro),
Lewis Chapel,Spartanburg,Nat'l Baptist (Negro),
New Zion,Spartanburg,Nat'l Baptist,
Monk's Grove,Spartanburg,Nat'l Baptist,
Kansas Nat'l Baptist Chapel (Negro),Spartanburg,Nat'l Baptist,
New Salem,Spartanburg,Nat'l Baptist (Negro),
Fairmont (formerly Bivingsville,Spartanburg,,
later Crawfordsville),Spartanburg,S.B.C.,
Fairmont Mill Village,Spartanburg,,
Jones Chapel-Fire Baptized Holiness Church of God of the Americas,Spartanburg,,Spartanburg
Maxwell Nat'l Baptist Chapel,Spartanburg,Nat'l Baptist,Spartanburg
Asbury,Spartanburg,M.E. (Negro),
Mt. Calvary,Spartanburg,Presbyterian,
Shiloh,Spartanburg,M.E.S.,
Eirvin A.M.E.Zion Chapel,Spartanburg,A.M.E.Zion,Inman
New Prospect,Spartanburg,S.B.C.,New Prospect Village
Soul Winning Tabernacle,Spartanburg,Interdenom.,Converse Village
White Spring,Spartanburg,Pentecostal Holiness,
The,Spartanburg,Church of God-Congregational Holiness,Tucapau Village
United House of Prayer,Spartanburg,Interdenom. (Negro),Spartanburg
Hopewell,Spartanburg,Nat'l Baptist (Negro),
Landrum,Spartanburg,M.E.S.,Landrum
Fairview No. 2,Spartanburg,S.B.C.,
Holden Nat'l Baptist Chapel (Negro),Spartanburg,Nat'l Baptist,
Mountain View,Spartanburg,S.B.C.,
Parris Grove,Spartanburg,Holiness,
Gethsemane,Spartanburg,Nat'l Baptist (Negro),
Cross Anchor,Spartanburg,M.E.S.,Cross Anchor
Yarborough Meth.Prot. Chapel,Spartanburg,Meth.Prot.,
Mt. Zion,Spartanburg,C.M.E.,Cross Anchor
North Pacolet,Spartanburg,S.B.C.,
Bethel,Spartanburg,S.B.C.,
Fairview #1,Spartanburg,S.B.C.,
Rock Hill,Spartanburg,S.B.C.,
Engleside,Spartanburg,S.B.C.,
Appalache,Spartanburg,S.B.C.,Appalache Mill
Cooley Springs,Spartanburg,S.B.C.,
Reidville,Spartanburg,Presbyterian,Reidville
Antioch,Spartanburg,S.B.C.,
Carlisle Wesley,Spartanburg,Methodist,
Woodruff,Spartanburg,Presbyterian,Woodruff
Emma Gray Memorial (formerly Woodruff,Spartanburg,,
First),Spartanburg,M.E.S.,Woodruff
Grace,Spartanburg,M.E.S.,Brandon Mill Village
Woodruff,Spartanburg,A.R.P.,Woodruff
Woodruff First,Spartanburg,(formerly Janey's Creek & Bethel) S.B.C.,Woodruff
Mills Mill,Spartanburg,S.B.C.,Mills Mill Village
Unity,Spartanburg,(formerly Floyd's Meeting House) S.B.C.,
Green Pond,Spartanburg,S.B.C.,
Poplar Springs,Spartanburg,S.B.C.,
Church of God-Pent. Hol.,Spartanburg,Church of God-Pent. Hol.,Brandon Mill
Church of the Holy Cross,Sumter,Prot. Epis.,Statesburg
Church of the Holy Comforter,Sumter,Prot. Epis.,Sumter
St. James,Sumter,Evan.Luth.,Sumter
Trinity,Sumter,M.E.S.,Sumter
Hebron,Sumter,Presbyterian,Oswego
Bethel,Sumter,(Black River) S.B.C.,
Salem Black River,Sumter,Presbyterian,
First,Sumter,S.B.C.,Sumter
Sumter,Sumter,Presbyterian,Sumter
Concord,Sumter,Presbyterian,
Christian Disciples of Christ,Sumter,Christian Disciples of Christ,Sumter
Pinewood,Sumter,M.E.S.,Pinewood
St. Anne's,Sumter,Roman Catholic,Sumter
Pinewood,Sumter,S.B.C.,Pinewood
Graham,Sumter,S.B.C.,
Fraser Memorial,Sumter,Presbyterian,
St. Mark's Chapel,Sumter,Prot. Epis.,Pinewood
Pinewood Tabernacle,Sumter,Interdenom,
Zoar,Sumter,M.E.S.,
St. James,Sumter,A.M.E.,Pinewood
St. Matthew,Sumter,Negro Baptist,
Pearson's A.M.E. Chapel,Sumter,A.M.E.,
Mt. Olive,Sumter,A.M.E.,Pinewood
St. John's,Sumter,Negro Baptist,Pinewood
Pinewood,Sumter,Presbyterian,Pinewood
Stone Hill,Sumter,A.M.E.,Sumter
Shepherd,Sumter,A.M.E.,
Shiloh First,Sumter,Baptist (Negro),Sumter
Apostolic Mission-Hol. Ch. of America (Negro),Sumter,,Mayesville
Berry Spring,Sumter,Sanctified Holiness Ch. of God (Negro),
Evening Light Reformation-Hol. Ch. of America (Negro),Sumter,,Sumter
Apostolic Holiness-Hol. Ch. of America,Sumter,,Mayesville
Temple Sinai,Sumter,Soc. Israelites,Sumter
Grace,Sumter,S.B.C.,Sumter
Broad Street,Sumter,M.E.S.,Sumter
Providence,Sumter,S.B.C.,
Salem,Sumter,S.B.C.,Sumter
Wedgefield,Sumter,S.B.C.,Wedgefield
St. Mark's Upper,Sumter,Prot.Epis.,
Wedgefield,Sumter,M.E.S.,Wedgefield
Lewis M.E.S. Chapel,Sumter,M.E.S.,
Bethesda,Sumter,Negro Baptist,
Mt. Zion,Sumter,Negro Baptist,Sumter
New Bethel,Sumter,Negro Baptist,
Queen's Chapel,Sumter,A.M.E.,
Good Will,Sumter,Negro Epis,
Congruity,Sumter,Presbyterian (Negro),
St. Mark's,Sumter,A.M.E.,
Bethel,Sumter,A.M.E.,Sumter
Mulberry Negro,Sumter,,
St. Paul,Sumter,A.M.E.,
St. Mark's,Sumter,A.M.E.,Mayesville
Clark's,Sumter,A.M.E.,Oswego
Trinity,Sumter,Negro Baptist,Sumter
Pine Hill,Sumter,A.M.E.,
Orange Hill,Sumter,Ref. M.E. (Negro),
Orange Hill,Sumter,A.M.E.,
St. James Orange Hill,Sumter,M.E. (Negro),
Orange Hill,Sumter,A.M.E.,
St. James,Sumter,A.M.E.,
Mt. Moriah,Sumter,Negro Baptist,
Antioch,Sumter,A.M.E.,
Ebenezer,Sumter,A.M.E.,Mayesville
Salem,Sumter,A.F.W.B.,Sumter
Brown Negro Baptist Chapel,Sumter,Negro Baptist,
Trinity,Sumter,Presbyterian (Negro),Mayesville
Bethel,Sumter,M.E.S.,
Rembert,Sumter,M.E.S.,
Mayesville,Sumter,S.B.C.,Mayesville
Wedgefield,Sumter,Presbyterian,
Galilee,Sumter,Negro Baptist,Mayesville
Beulah,Sumter,A.M.E.,
Dalzell,Sumter,M.E.S.,Dalzell
Providence,Sumter,M.E.S.,
Union,Sumter,Negro Baptist,
Long Branch,Sumter,S.B.C.,
Horeb,Sumter,S.B.C.,
Horeb,Sumter,S.B.C.,Dalzell
Tirzah,Sumter,Presbyterian,Dalzell
Seventh Day Adventist,Sumter,Seventh Day Adventist,Sumter
Mt. Pisgah,Sumter,Negro Baptist,
Mt. Pisgah,Sumter,A.M.E.,Sumter
Union Sta.,Sumter,A.M.E.,Sumter
Ebenezer,Sumter,Presbyterian (Negro),
Joshua,Sumter,Negro Baptist,
Elizabeth,Sumter,M.E. (Negro),Borden
Grant Hill,Sumter,Negro Baptist,
Hill Hills of Santee,Sumter,S.B.C.,
Church of the Ascension,Sumter,Prot. Epis.,Hagood
Good Hope,Sumter,M.E.,
Second,Sumter,Presbyterian,Sumter
Rafting Creek,Sumter,Negro Baptist,
Antioch,Sumter,A.M.E.,
Mt. Bethel,Sumter,Negro Baptist,
A-Rembert Negro Baptist Chapel,Sumter,Negro Baptist,Rembert
Willow Grove,Sumter,A.M.E.,
Apostolic St. Rest,Sumter,Hol. Ch. of God (Negro),Mayesville
St. Mary's Prot. Epis. Chapel,Sumter,Prot. Epis.,Rimini
Pisgah,Sumter,S.B.C.,Pisgah Cross Roads
Church of God by Faith,Sumter,,Sumter
Bethlehem,Sumter,Negro Baptist,Sumter
Bethesda,Sumter,M.E.S.,
High Hills,Sumter,A.M.E.,
High Hills,Sumter,Negro Baptist,
Hopewell,Sumter,Negro Baptist,
Mt. Carmel,Sumter,Negro Baptist,
Weyman,Sumter,,
West Side,Union,S.B.C.,Union
Upper Fair Forest,Union,S.B.C.,
Hebron,Union,S.B.C.,
Grace M.E. Ch.,Union,M.E.,M.E.S.
Union Jonesville,Union,M.E.S.,Jonesville
Augsburg,Union,Evan. Lutheran,Union
Fairforest,Union,Presbyterian,Jonesville
Epis. Ch. of Nativity,Union,Prot.Epis.,Union
First,Union,Presbyterian,Union
First,Union,S.B.C.,Union
Seventh Day Adventist,Union,Seventh Day Adventist,Union
Monarch,Union,Presbyterian,Union
Bethel,Union,M.E.S.,
Mon-Aetna,Union,S.B.C.,Union
Church of Christ-Christian,Union,Church of Christ-Christian,Union
Padgett's Creek,Union,S.B.C.,Union
Tabernacle,Union,S.B.C.,
Church of God,Union,Church of God,Union
Green St.,Union,M.E.S.,Union
Sardis,Union,M.E.S.,
Holy Trinity,Union,Roman Catholic,Union
Sulphur Springs,Union,S.B.C.,
West Springs,Union,S.B.C.,West Springs
Phillipi,Union,S.B.C.,
Mt. Lebanon,Union,S.B.C.,
Putman,Union,S.B.C.,
Lower Fairforest,Union,S.B.C.,
Prospect,Union,S.B.C.,
Beulah,Union,S.B.C.,
Mt. Joy,Union,S.B.C.,Kelton
Salem,Union,S.B.C.,Santuc
Carlisle,Union,Baptist S.B.C.,Carlisle
Jonesville,Union,S.B.C.,Jonesville
Mt. Vernon,Union,Presbyterian,
Cane Creek,Union,Presbyterian,Santuc
Monarch,Union,Presbyterian,Monarch Mill Village
Bethesda,Union,Negro Baptist,
James Negro Baptist Chapel,Union,Negro Baptist,Carlisle
Maple Ridge,Union,Negro Baptist,
Foster Negro Baptist Chapel,Union,Negro Baptist,
Brown's Chapel,Union,S.B.C.,
Mt. Olive,Union,Negro Baptist,
Thompson Negro Baptist Chapel,Union,Negro Baptist,
Galilee,Union,Negro Baptist,
Emanuel Negro Baptist Chapel,Union,Negro Baptist,
Jerusalem,Union,Negro Baptist,
Bethany,Union,Negro Baptist,Jonesville
Mt. Calvary,Union,Negro Baptist,
Beatey's A.M.E. Zion Chapel,Union,A.M.E. Zion,
Thomas A.M.E. Chapel,Union,A.M.E.,
Clinton A.M.E. Zion Chapel,Union,A.M.E. Zion,Union
Bethel,Union,Negro Baptist,
Jeter A.M.E. Chapel,Union,A.M.E.,
Spring Hill,Union,C.M.E.,
Evergreen,Union,A.M.E.,
Paradise,Union,A.M.E.,
Mt. Eden,Union,A.M.E.,Carlisle
Williams A.M.E. Zion Chapel,Union,A.M.E. Zion,Carlisle
Lockhart,Union,M.E.S.,Lockhart
Lockhart,Union,S.B.C.,Lockhart
Enoree,Union,Presbyterian,Sedalia
Gillams M.E.S. Chapel,Union,M.E.S.,
Rogansville,Union,M.E.,Buffalo
Lower Fairforest,Union,Baptist,Union
Carlisle,Union,M.E.S.,Carlisle
New Hope,Union,M.E.S.,
Bogansville,Union,M.E.S.,
Union,Union,Holiness,Union
Flat Rock,Union,M.E.S.,
Quaker,Union,M.E.S.,Sedalia
Bethlehem,Union,M.E.S.,
Buffalo,Union,S.B.C.,Buffalo
Gilead,Union,S.B.C.,
Buffalo,Union,M.E.S.,Buffalo
Fairview,Union,S.B.C.,
Foster's Chapel,Union,M.E.S.,Kelton
Unity,Union,M.E.,Union
Beulah,Union,S.B.C.,Union
Flat Rock,Union,M.E.,
Buffalo,Union,Meth. Epis.,Buffalo
Bethlehem,Union,M.E.,
Salvation Army-Prot.,Union,Salvation Army-Prot.,Union
Lockhart,Union,M.E.,Lockhart
New Hope,Union,M.E.S.,
Greeleyville,Williamsburg,S.B.C.,Greeleyville
McDowell,Williamsburg,Presbyterian,Greeleyville
Williamsburg,Williamsburg,Presbyterian,Kingstree
Friendship,Williamsburg,A.M.E.,
Kingstree,Williamsburg,M.E.S.,Kingstree
Indiantown,Williamsburg,Presbyterian,Indiantown Community
St. Ann's,Williamsburg,Roman Catholic,Kingstree
St. James,Williamsburg,A.M.E.,
Marion,Williamsburg,Negro Baptist,
Jerusalem,Williamsburg,A.M.E.,Sutton
Jehovia,Williamsburg,A.M.E.,Salters
St. Philips,Williamsburg,A.M.E.,Salters
St. Mary,Williamsburg,A.M.E.,Salters
Bethel,Williamsburg,A.M.E.,
Nazareth,Williamsburg,A.M.E.,
Great Pleasant,Williamsburg,A.M.E.,
St. Peter's,Williamsburg,Negro Baptist,
Charity,Williamsburg,Negro Baptist,
Cedar Grove,Williamsburg,Negro Baptist,
Johnson Swamp,Williamsburg,Pent. Holiness,
St. John,Williamsburg,A.M.E.,Trio
New Jerusalem,Williamsburg,C.M.E.,Blakeley
St. Matthew,Williamsburg,Negro Baptist,Salters
Macedonia No. 1,Williamsburg,Negro Baptist,
Central,Williamsburg,Negro Baptist,
Wesley,Williamsburg,C.M.E.,
Black Mingo,Williamsburg,Presbyterian,
Union,Williamsburg,Negro Baptist,
Black River,Williamsburg,Negro Baptist,
St. Luke,Williamsburg,Negro Baptist,
Laurel Swamp,Williamsburg,Negro Baptist,
Mt. Pilgrim,Williamsburg,Negro Baptist,
Oak Grove,Williamsburg,Negro Baptist,
Bethlehem,Williamsburg,Negro Baptist,
St. Luke,Williamsburg,A.M.E.,
Workman,Williamsburg,M.E.S.,Workman
Beulah,Williamsburg,M.E.S.,
Earls,Williamsburg,M.E.S.,Earls
Elim,Williamsburg,M.E.S.,
Hemingway,Williamsburg,M.E.S.,Hemingway
Lane,Williamsburg,S.B.C.,Lane
First,Williamsburg,Baptist S.B.C.,Hemingway
Lane,Williamsburg,Presbyterian,Lane
Bethel,Williamsburg,M.E. (Negro),
St. Mark,Williamsburg,A.M.E.,
Brewington A.M.E. Chapel,Williamsburg,A.M.E.,
Asbury,Williamsburg,M.E. (Negro),
Mt. Zion,Williamsburg,A.M.E.,
St. John,Williamsburg,Negro Baptist,
Good Hope,Williamsburg,Negro Baptist,Greeleyville
Allan Freewill Baptist Chapel (Negro),Williamsburg,Freewill Baptist,
Mt. Zion,Williamsburg,A.M.E.,
Millwood,Williamsburg,M.E.S.,
Pergamas,Williamsburg,M.E.S.,
Lane,Williamsburg,M.E.Ch.S.,Lane
Trio,Williamsburg,M.E.Ch.S.,Trio
Central,Williamsburg,Presbyterian,
Mouzon,Williamsburg,Presbyterian,
Union,Williamsburg,Presbyterian,
Bethel,Williamsburg,Presbyterian,
Greeleyville,Williamsburg,M.E.S.,Greeleyville
Mt. Vernon,Williamsburg,M.E.S.,
Spring Gully,Williamsburg,S.B.C.,
Oak Ridge,Williamsburg,Pent.Hol.,Andrews
Concord,Williamsburg,M.E.S.,
St. Mary,Williamsburg,C.M.E.,
Siloan,Williamsburg,Negro Baptist,Kingstree
Beulah,Williamsburg,A.M.E.,
Cades,Williamsburg,S.B.C.,Cades
Ebenezer,Williamsburg,S.B.C.,
St. Stephen,Williamsburg,Negro Baptist,
Long Branch,Williamsburg,C.M.E.,
Trinity,Williamsburg,Negro Baptist,Greeleyville
Wilson M.E. Chapel (Negro),Williamsburg,M.E.,Greeleyville
Sutton,Williamsburg,M.E.S.,
Black Mingo Church,Williamsburg,S.B.C.,Rhems
Bloomingvale,Williamsburg,S.B.C.,
Nesmith,Williamsburg,S.B.C.,Nesmith
Antioch,Williamsburg,Negro Baptist,
St. Michel,Williamsburg,A.M.E.,
Mt. Zion,Williamsburg,M.E. (Negro),Kingstree
Harmony,Williamsburg,M.E.S.,
Salters,Williamsburg,M.E.S.,Salters
Bethel,Williamsburg,A.M.E.,Kingstree
St. John,Williamsburg,Negro Baptist,
St. John,Williamsburg,M.E.S.,
St. Luke,Williamsburg,A.M.E.,
St. James,Williamsburg,Negro Baptist,
Vox Memorial,Williamsburg,M.E.S.,
St. Paul,Williamsburg,A.M.E.,
Bethesda,Williamsburg,C.M.E.,
Elizah,Williamsburg,A.M.E.,
St. Stephen Union,Williamsburg,Methodist,
St. Paul,Williamsburg,C.M.E.,
Wilson's C.M.E. Chapel,Williamsburg,C.M.E.,
Hebron,Williamsburg,M.E.S.,
Sandy Grove,Williamsburg,African Freewill Baptist,
Good Will,Williamsburg,African Freewill Baptist,
Hickory Grove,Williamsburg,A.M.E.,
Midway,Williamsburg,S.B.C.,
Chavis A.M.E. Chapel,Williamsburg,A.M.E.,
Bethesda,Williamsburg,M.E.S.,
Cades,Williamsburg,M.E.S.,Cades
Lower St. Marks,Williamsburg,M.E.S.,
St. Albans,Williamsburg,Prot. Epis.,Kingstree
St. Asia,Williamsburg,Negro Baptist,
Promised Land,Williamsburg,Negro Baptist,
Dickey Negro Methodist Chapel,Williamsburg,Negro Methodist,
New Bethel,Williamsburg,Negro Baptist,
Mt. Zion,Williamsburg,Negro Baptist,
Antioch,Williamsburg,Negro Baptist,Lane
Rock,Williamsburg,Negro Baptist,
Bethel,Williamsburg,A.M.E.,
Lanes A.M.E. Chapel,Williamsburg,A.M.E.,
Midway,Williamsburg,Baptist A.F.W.B.,
Cedar Grove,Williamsburg,S.B.C.,
Kingstree,Williamsburg,S.B.C.,Kingstree
Freewill Baptist,Williamsburg,Freewill Baptist,Greeleyville
York First,York,S.B.C.,York
York,York,A.R.P.,York
Filbert,York,Presbyterian,
Filbert: Bethlehem First,York,Presbyterian (Negro),
Olivet,York,Presbyterian,McConnellville
Hopewell,York,Presbyterian,Leslie
Tirzah,York,A.R.P.,
St. Paul,York,M.E.S.,
Rock Grove,York,A.M.E.Zion,
Flint Hill,York,Negro Baptist,
St. Matthew,York,A.M.E.Zion,
The Ch. of Our Saviour,York,Prot.Epis.,Rock Hill
Grace,York,Evan. Luth.,Rock Hill
Bethesda,York,Presbyterian,
St. John's,York,Meth. Epis.South,Rock Hill
Rock Hill First,York,S.B.C.,Rock Hill
Flint Hill,York,S.B.C.,
Fort Mill First,York,S.B.C.,Fort Hill
Oakland Ave.,York,Presbyterian,Rock Hill
Highland Park,York,M.E.S.,Rock Hill
Hill's A.M.E. Chapel,York,A.M.E.,
Adnah,York,M.E.S.,
Ezelle,York,A.M.E.Zion,
North Side,York,S.B.C.,Rock Hill
Smith's,York,Presbyterian,Smith's Turnout
West Main Street,York,M.E.S.,Rock Hill
Park,York,Baptist S.B.C.,Rock Hill
Ch. of the,York,Nazarene-Holiness,Rock Hill
St. John's,York,M.E.S.,Fort Mill
Cedar Grove,York,A.M.E.Zion,Smith's Turnout
Trinity,York,M.E.S.,York
Clover,York,Presbyterian,Clover
Mt. Prospect,York,Negro Baptist,Rock Hill
Flat Rock,York,Negro Baptist,
Center Attraction,York,A.M.E. Zion,Clover
Liberty Hill,York,Negro Baptist,
Neely's Creek A.R.P. Leslie,York,,
Tirzah,York,Presbyterian,Tirzah
Clover,York,A.R.P.,Clover
Unity,York,Presbyterian,Fort Mill
Ebenezer,York,Presbyterian,Ebenezer
Smyrna,York,A.R.P.,Smyrna
Good Shepherd,York,Prot. Epis.,York
Clover First,York,S.B.C.,Clover
King's Mt. Chapel,York,M.E.S.,
White Street,York,S.B.C.,Rock Hill
Catawba,York,S.B.C.,
